ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,10,,Australia - New South Wales,Hong Kong,2545.01,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,10,1,Australia - New South Wales,Hong Kong,3989.28,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,10,4,Australia - New South Wales,Hong Kong,1801.36,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,10,7,Australia - New South Wales,Hong Kong,2580.20,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,10,9,Australia - New South Wales,Hong Kong,1598.47,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,10,,Australia - New South Wales,Hong Kong,1673.72,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,10,7,Australia - New South Wales,Singapore,2658.28,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,10,1,Australia - New South Wales,UK,7396.36,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,10,2,Australia - New South Wales,UK,7309.06,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,10,8,Australia - New South Wales,UK,13395.56,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,10,,Australia - New South Wales,UK,33675.10,2
AKL-SYD,AKL,SYD,B,4,New Zealand,11,10,New Zealand,Australia - New South Wales,587.00,2
AKL-SYD,AKL,SYD,O,4,New Zealand,11,10,New Zealand,Australia - New South Wales,368.83,2
AKL-SYD,AKL,SYD,B,4,New Zealand,11,,New Zealand,Australia - New South Wales,651.62,2
AKL-SYD,AKL,SYD,B,4,New Zealand,11,,New Zealand,Australia - New South Wales,502.58,2
AKL-SYD,AKL,SYD,O,4,New Zealand,11,,New Zealand,Australia - New South Wales,456.71,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,11,,Australia - Queensland,Hong Kong,1440.97,2
DXB-SOU,DXB,SOU,B,19,Middle East,11,,UAE,UK,2190.15,1
DXB-SOU,DXB,SOU,B,19,Middle East,11,,UAE,UK,1680.22,1
DXB-SOU,DXB,SOU,B,19,Middle East,11,,UAE,UK,1810.44,2
DXB-SOU,DXB,SOU,O,19,Middle East,11,,UAE,UK,1314.85,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,11,,Hong Kong,UK,7094.84,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,11,,Hong Kong,UK,4427.29,2
SFO-AKL,SFO,AKL,B,16,South Pacific,11,,USA - West Coast,New Zealand,1077.85,2
SFO-AKL,SFO,AKL,I,16,South Pacific,11,,USA - West Coast,New Zealand,859.69,2
SFO-AKL,SFO,AKL,I,16,South Pacific,11,,USA - West Coast,New Zealand,1035.96,2
SFO-SYD,SFO,SYD,B,20,South Pacific,11,,USA - West Coast,Australia - New South Wales,4733.22,2
SFO-SYD,SFO,SYD,B,20,South Pacific,11,,USA - West Coast,Australia - New South Wales,4942.60,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,11,1,Singapore,UK,2371.76,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,11,,Singapore,UK,2090.92,2
SOU-BNE,SOU,BNE,B,47,West Bound,11,,UK,Australia - Queensland,13498.32,2
SOU-SYD,SOU,SYD,I,44,West Bound,11,,UK,Australia - New South Wales,11324.97,2
SYD-BNE,SYD,BNE,S,3,South Coast/Tasmania,11,11,Australia - New South Wales,Australia - Queensland,791.75,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,11,,Australia - New South Wales,Australia - Queensland,514.52,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,1755.34,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,3,Australia - New South Wales,Hong Kong,3010.90,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,11,8,Australia - New South Wales,Hong Kong,2331.65,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,2442.93,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,1913.48,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,3631.99,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,1738.74,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,1988.74,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,2079.93,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,11,,Australia - New South Wales,Hong Kong,2184.04,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,11,9,Australia - New South Wales,Singapore,3066.60,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,11,,Australia - New South Wales,Singapore,1731.50,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,11,,Australia - New South Wales,Singapore,3792.42,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,11,10,Australia - New South Wales,UK,0.00,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,11,,Australia - New South Wales,UK,10804.32,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,12,11,New Zealand,UK,0.00,2
AKL-SYD,AKL,SYD,B,4,New Zealand,12,,New Zealand,Australia - New South Wales,559.27,2
AKL-SYD,AKL,SYD,B,4,New Zealand,12,,New Zealand,Australia - New South Wales,669.03,2
AKL-SYD,AKL,SYD,B,4,New Zealand,12,,New Zealand,Australia - New South Wales,406.50,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,12,,Australia - Queensland,Hong Kong,1688.52,2
DXB-SOU,DXB,SOU,B,19,Middle East,12,,UAE,UK,5407.64,2
DXB-SOU,DXB,SOU,B,19,Middle East,12,,UAE,UK,2456.94,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,12,,Hong Kong,UAE,2896.15,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,12,,Hong Kong,UAE,2856.87,2
SFO-AKL,SFO,AKL,B,16,South Pacific,12,,USA - West Coast,New Zealand,3581.03,2
SFO-SYD,SFO,SYD,B,20,South Pacific,12,,USA - West Coast,Australia - New South Wales,3010.04,2
SFO-SYD,SFO,SYD,B,20,South Pacific,12,,USA - West Coast,Australia - New South Wales,3256.90,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,12,,Singapore,UAE,1082.49,2
SOU-BNE,SOU,BNE,I,47,West Bound,12,,UK,Australia - Queensland,0.00,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,12,2,UK,USA - West Coast,3310.49,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,12,6,UK,USA - West Coast,3511.16,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,12,,UK,USA - West Coast,2322.89,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,12,,UK,USA - West Coast,0.00,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,12,,UK,USA - West Coast,2884.67,2
SOU-SOU,SOU,SOU,I,99,West Bound,12,3,UK,UK,11940.56,2
SOU-SOU,SOU,SOU,I,99,West Bound,12,11,UK,UK,19851.60,2
SOU-SOU,SOU,SOU,S,99,West Bound,12,,UK,UK,34055.18,2
SOU-SYD,SOU,SYD,B,44,West Bound,12,0,UK,Australia - New South Wales,7201.02,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,12,12,Australia - New South Wales,Australia - Queensland,366.45,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,12,,Australia - New South Wales,Australia - Queensland,542.19,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,12,,Australia - New South Wales,Hong Kong,2234.91,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,12,,Australia - New South Wales,Hong Kong,1850.77,1
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,12,11,Australia - New South Wales,Hong Kong,2219.79,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,12,,Australia - New South Wales,Hong Kong,1871.80,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,12,,Australia - New South Wales,Hong Kong,1774.74,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,12,,Australia - New South Wales,Hong Kong,1711.64,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,12,,Australia - New South Wales,UK,5536.29,2
AKL-SYD,AKL,SYD,B,4,New Zealand,13,,New Zealand,Australia - New South Wales,566.74,2
AKL-SYD,AKL,SYD,B,4,New Zealand,13,,New Zealand,Australia - New South Wales,690.69,2
AKL-SYD,AKL,SYD,B,4,New Zealand,13,,New Zealand,Australia - New South Wales,435.14,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,13,,Australia - Queensland,Hong Kong,2119.58,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,13,,Australia - Queensland,Hong Kong,1581.65,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,13,,Australia - Queensland,Hong Kong,2444.08,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,13,,Australia - Queensland,Hong Kong,2154.80,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,13,,Australia - Queensland,Hong Kong,1457.24,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,13,,Australia - Queensland,Hong Kong,1186.14,2
DXB-SOU,DXB,SOU,O,19,Middle East,13,4,UAE,UK,2163.19,1
DXB-SOU,DXB,SOU,B,19,Middle East,13,,UAE,UK,1583.18,1
DXB-SOU,DXB,SOU,B,19,Middle East,13,,UAE,UK,2817.92,2
DXB-SOU,DXB,SOU,O,19,Middle East,13,,UAE,UK,3807.40,2
HKG-DXB,HKG,DXB,S,17,Southeast Asia,13,,Hong Kong,UAE,7255.57,2
SFO-AKL,SFO,AKL,I,16,South Pacific,13,,USA - West Coast,New Zealand,825.47,2
SFO-AKL,SFO,AKL,I,16,South Pacific,13,,USA - West Coast,New Zealand,1102.88,2
SFO-SYD,SFO,SYD,B,20,South Pacific,13,12,USA - West Coast,Australia - New South Wales,4572.63,2
SFO-SYD,SFO,SYD,O,20,South Pacific,13,,USA - West Coast,Australia - New South Wales,6278.47,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,13,6,Singapore,UK,6280.43,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,13,13,Singapore,UK,2406.71,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,13,,Singapore,UK,5758.52,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,13,,Singapore,UK,4764.46,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,13,,UK,USA - West Coast,2562.34,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,13,,UK,USA - West Coast,4003.24,2
SOU-SOU,SOU,SOU,B,99,West Bound,13,,UK,UK,31005.28,1
SOU-SOU,SOU,SOU,I,99,West Bound,13,7,UK,UK,12518.02,2
SOU-SOU,SOU,SOU,O,99,West Bound,13,,UK,UK,16978.99,2
SOU-SOU,SOU,SOU,O,99,West Bound,13,,UK,UK,16311.80,2
SOU-SYD,SOU,SYD,B,44,West Bound,13,,UK,Australia - New South Wales,9457.68,1
SOU-SYD,SOU,SYD,I,44,West Bound,13,0,UK,Australia - New South Wales,3261.27,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,13,,Australia - New South Wales,Australia - Queensland,561.51,1
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,13,10,Australia - New South Wales,Australia - Queensland,0.00,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,13,,Australia - New South Wales,Australia - Queensland,397.64,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,13,,Australia - New South Wales,Australia - Queensland,299.80,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,,Australia - New South Wales,Hong Kong,2683.94,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,7,Australia - New South Wales,Hong Kong,1973.59,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,,Australia - New South Wales,Hong Kong,1999.45,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,,Australia - New South Wales,Hong Kong,3152.48,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,,Australia - New South Wales,Hong Kong,1731.84,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,13,,Australia - New South Wales,Hong Kong,1461.14,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,13,,Australia - New South Wales,Singapore,1912.66,1
SYD-SIN,SYD,SIN,I,25,Southeast Asia,13,,Australia - New South Wales,Singapore,1985.17,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,13,,Australia - New South Wales,UK,6043.88,1
AKL-SYD,AKL,SYD,B,4,New Zealand,14,11,New Zealand,Australia - New South Wales,680.46,2
AKL-SYD,AKL,SYD,B,4,New Zealand,14,,New Zealand,Australia - New South Wales,706.86,2
AKL-SYD,AKL,SYD,B,4,New Zealand,14,,New Zealand,Australia - New South Wales,461.69,2
AKL-SYD,AKL,SYD,I,4,New Zealand,14,,New Zealand,Australia - New South Wales,395.15,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,9,Australia - Queensland,Hong Kong,1812.57,1
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,,Australia - Queensland,Hong Kong,2414.79,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,,Australia - Queensland,Hong Kong,1469.53,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,,Australia - Queensland,Hong Kong,1552.11,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,,Australia - Queensland,Hong Kong,1387.55,2
BNE-HKG,BNE,HKG,I,16,GB Reef/Queensland,14,,Australia - Queensland,Hong Kong,2195.85,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,14,,Australia - Queensland,Hong Kong,1661.49,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,5,Australia - Queensland,Hong Kong,2308.33,3
DXB-SOU,DXB,SOU,B,19,Middle East,14,12,UAE,UK,2826.74,2
DXB-SOU,DXB,SOU,B,19,Middle East,14,,UAE,UK,2325.81,2
DXB-SOU,DXB,SOU,B,19,Middle East,14,,UAE,UK,1829.50,2
DXB-SOU,DXB,SOU,B,19,Middle East,14,,UAE,UK,1882.63,2
DXB-SOU,DXB,SOU,I,19,Middle East,14,,UAE,UK,1445.99,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,14,,Hong Kong,UAE,2925.59,2
SFO-AKL,SFO,AKL,O,16,South Pacific,14,1,USA - West Coast,New Zealand,787.80,2
SFO-SYD,SFO,SYD,B,20,South Pacific,14,7,USA - West Coast,Australia - New South Wales,3992.83,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,14,,Singapore,UAE,1337.33,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,14,,Singapore,UAE,1651.54,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,14,12,Singapore,UK,6371.78,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,14,,Singapore,UK,0.00,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,14,,UK,USA - West Coast,10840.18,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,14,,UK,USA - West Coast,8705.18,2
SOU-SOU,SOU,SOU,I,99,West Bound,14,,UK,UK,13075.74,1
SOU-SOU,SOU,SOU,S,99,West Bound,14,,UK,UK,33437.10,1
SOU-SOU,SOU,SOU,I,99,West Bound,14,,UK,UK,13097.90,2
SOU-SOU,SOU,SOU,I,99,West Bound,14,,UK,UK,17917.07,2
SOU-SYD,SOU,SYD,B,44,West Bound,14,0,UK,Australia - New South Wales,15352.65,1
SOU-SYD,SOU,SYD,B,44,West Bound,14,0,UK,Australia - New South Wales,9258.29,2
SOU-SYD,SOU,SYD,I,44,West Bound,14,1,UK,Australia - New South Wales,3665.65,2
SOU-SYD,SOU,SYD,B,44,West Bound,14,,UK,Australia - New South Wales,7217.63,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,14,5,Australia - New South Wales,Australia - Queensland,0.00,1
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,14,8,Australia - New South Wales,Australia - Queensland,289.91,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,14,,Australia - New South Wales,Australia - Queensland,602.79,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,14,,Australia - New South Wales,Australia - Queensland,509.13,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,14,5,Australia - New South Wales,Hong Kong,2092.03,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,14,11,Australia - New South Wales,Hong Kong,2049.21,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,14,,Australia - New South Wales,Hong Kong,1710.42,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,Hong Kong,1780.01,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,14,8,Australia - New South Wales,Singapore,2876.68,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,14,,Australia - New South Wales,Singapore,6111.46,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,14,,Australia - New South Wales,Singapore,0.00,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,14,,Australia - New South Wales,Singapore,1879.54,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,14,7,Australia - New South Wales,UK,14782.23,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,14,,Australia - New South Wales,UK,15507.81,2
AKL-SYD,AKL,SYD,O,4,New Zealand,15,6,New Zealand,Australia - New South Wales,436.72,2
AKL-SYD,AKL,SYD,I,4,New Zealand,15,13,New Zealand,Australia - New South Wales,0.00,2
AKL-SYD,AKL,SYD,B,4,New Zealand,15,,New Zealand,Australia - New South Wales,420.14,2
AKL-SYD,AKL,SYD,B,4,New Zealand,15,,New Zealand,Australia - New South Wales,479.63,2
AKL-SYD,AKL,SYD,I,4,New Zealand,15,,New Zealand,Australia - New South Wales,0.00,2
AKL-SYD,AKL,SYD,I,4,New Zealand,15,,New Zealand,Australia - New South Wales,0.00,2
AKL-SYD,AKL,SYD,O,4,New Zealand,15,,New Zealand,Australia - New South Wales,475.35,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,15,12,Australia - Queensland,Hong Kong,1208.81,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,15,15,Australia - Queensland,Hong Kong,1430.29,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,,Australia - Queensland,Hong Kong,1060.59,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,,Australia - Queensland,Hong Kong,1425.40,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,15,,Australia - Queensland,Hong Kong,935.50,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,1563.95,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,4250.06,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,2465.06,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,1521.50,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,3219.30,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,1625.50,2
DXB-SOU,DXB,SOU,B,19,Middle East,15,,UAE,UK,1816.44,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,15,2,Hong Kong,UAE,2138.60,2
SFO-SYD,SFO,SYD,B,20,South Pacific,15,,USA - West Coast,Australia - New South Wales,2952.02,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,15,8,Singapore,UK,3905.28,1
SIN-SOU,SIN,SOU,B,30,Southern Asia,15,,Singapore,UK,7789.26,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,15,,UK,USA - West Coast,2192.29,2
SOU-SOU,SOU,SOU,B,99,West Bound,15,,UK,UK,17216.95,1
SOU-SOU,SOU,SOU,B,99,West Bound,15,,UK,UK,18320.12,2
SOU-SOU,SOU,SOU,B,99,West Bound,15,,UK,UK,20414.46,2
SOU-SOU,SOU,SOU,B,99,West Bound,15,,UK,UK,18405.31,2
SOU-SOU,SOU,SOU,B,99,West Bound,15,,UK,UK,23675.40,2
SOU-SOU,SOU,SOU,I,99,West Bound,15,,UK,UK,16802.06,2
SOU-SOU,SOU,SOU,I,99,West Bound,15,,UK,UK,24153.46,2
SOU-SOU,SOU,SOU,S,99,West Bound,15,,UK,UK,50422.74,2
SOU-SYD,SOU,SYD,B,44,West Bound,15,,UK,Australia - New South Wales,10080.33,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,15,1,Australia - New South Wales,Australia - Queensland,564.53,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,15,9,Australia - New South Wales,Australia - Queensland,440.83,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,15,10,Australia - New South Wales,Australia - Queensland,483.48,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,15,,Australia - New South Wales,Australia - Queensland,531.39,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,15,,Australia - New South Wales,Australia - Queensland,510.95,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,15,,Australia - New South Wales,Australia - Queensland,312.31,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,Hong Kong,3523.92,1
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,15,,Australia - New South Wales,Hong Kong,1448.20,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,Hong Kong,1746.86,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,Hong Kong,1997.77,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,Hong Kong,3621.70,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,15,,Australia - New South Wales,Hong Kong,2318.55,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,15,8,Australia - New South Wales,Singapore,4836.73,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,15,5,Australia - New South Wales,UK,7586.05,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,15,10,Australia - New South Wales,UK,6423.34,2
AKL-SYD,AKL,SYD,B,4,New Zealand,16,16,New Zealand,Australia - New South Wales,670.09,2
AKL-SYD,AKL,SYD,B,4,New Zealand,16,,New Zealand,Australia - New South Wales,681.63,2
AKL-SYD,AKL,SYD,B,4,New Zealand,16,,New Zealand,Australia - New South Wales,452.99,2
AKL-SYD,AKL,SYD,I,4,New Zealand,16,,New Zealand,Australia - New South Wales,533.56,2
AKL-SYD,AKL,SYD,O,4,New Zealand,16,,New Zealand,Australia - New South Wales,551.43,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,16,,Australia - Queensland,Hong Kong,1576.93,1
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,16,5,Australia - Queensland,Hong Kong,2129.34,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,16,,Australia - Queensland,Hong Kong,1494.91,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,16,,Australia - Queensland,Hong Kong,2114.28,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,16,,Australia - Queensland,Hong Kong,2127.99,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,16,,Australia - Queensland,UK,7203.98,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,6,UAE,UK,1936.17,1
DXB-SOU,DXB,SOU,B,19,Middle East,16,14,UAE,UK,2529.91,1
DXB-SOU,DXB,SOU,B,19,Middle East,16,1,UAE,UK,3331.84,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,4,UAE,UK,1904.44,2
DXB-SOU,DXB,SOU,I,19,Middle East,16,12,UAE,UK,1098.74,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,1334.20,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,2614.98,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,1696.87,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,2634.49,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,2767.63,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,4554.54,2
DXB-SOU,DXB,SOU,O,19,Middle East,16,,UAE,UK,3756.81,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,16,2,Hong Kong,UAE,5549.45,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,16,,Hong Kong,UAE,3673.43,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,16,,Hong Kong,UK,7750.38,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,16,,Hong Kong,UK,5112.66,2
SFO-AKL,SFO,AKL,I,16,South Pacific,16,6,USA - West Coast,New Zealand,829.73,2
SFO-SYD,SFO,SYD,O,20,South Pacific,16,,USA - West Coast,Australia - New South Wales,6368.78,1
SIN-DXB,SIN,DXB,O,11,Southern Asia,16,1,Singapore,UAE,1092.40,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,16,2,Singapore,UAE,1431.63,2
SIN-SOU,SIN,SOU,S,30,Southern Asia,16,,Singapore,UK,8073.18,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,16,,UK,USA - West Coast,2517.16,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,16,,UK,USA - West Coast,2665.48,2
SOU-SOU,SOU,SOU,B,99,West Bound,16,,UK,UK,35884.93,2
SOU-SOU,SOU,SOU,B,99,West Bound,16,,UK,UK,17811.70,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,16,9,Australia - New South Wales,Australia - Queensland,484.18,1
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,16,,Australia - New South Wales,Australia - Queensland,455.73,1
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,16,12,Australia - New South Wales,Australia - Queensland,320.76,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,16,14,Australia - New South Wales,Australia - Queensland,316.00,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,16,,Australia - New South Wales,Australia - Queensland,401.02,2
SYD-BNE,SYD,BNE,O,3,South Coast/Tasmania,16,,Australia - New South Wales,Australia - Queensland,446.04,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,0,Australia - New South Wales,Hong Kong,3938.75,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,10,Australia - New South Wales,Hong Kong,1940.68,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,0,Australia - New South Wales,Hong Kong,1600.40,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,2,Australia - New South Wales,Hong Kong,1896.31,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,3,Australia - New South Wales,Hong Kong,1604.60,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,6,Australia - New South Wales,Hong Kong,1875.91,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,11,Australia - New South Wales,Hong Kong,2115.22,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,,Australia - New South Wales,Hong Kong,1726.91,2
